Oid;SyncId;Code;Barcode;Reference;Label1;Label2;Label3;Type;VAT;URL;IsBatchManaged;IsPerishable;IsDirectDistributed;DefaultBatchStatus;Family;Category1;Category2;Category3;Category4;Category5;AccountingCode;SearchField;Image;Brand;Medecine;Remark;Note;PriceListScaleType;VWAP;VWAPphysical;VWAPinvoice;LPP;Quantity;QuantityMin;QuantityMin2;QuantityMax;QuantityMax2;TariffType;MaxFU;MinPP;MaxPP;MinSP;MaxSP;IsBOM;ManagedBySerialNumber;ManagedByQuota;Equivalence;Conditioning;DefaultPacking;PurchasePacking;SalesPacking;UnitPacking;IsOutOfService;UseNegativeStock;IsSalesOnState;IsUnderCommission;IsInterpretedCode;IsEditablePrice;IsUnitManaged;IsOutputControlled;IsPrintable;UnitValue;UnitWeight;IsRawMaterial;PhysicalQuantity;LogicalQuantity;DamagedQuantity;ArrivedQuantity;ReservedQuantity;DraftQuantity;Blocked;BlockedBy;BlockedDate;UnitOfMeasure;Locked;LockedBy;LockedDate;CreationDate;CreatedBy;LastModificationDate;ModifiedBy;OptimisticLockField;PromotionIn;ResultInPromotion;MedicineCode;IsExcluded;Coefficient1;Coefficient2;Usn;IsDecomposableOnly;IsComposableOnly;IsCamsspRefundable;ExpirationDays;DeadStockDays;Location;Width;Height;Length;Thickness;VisibleInVirtualMarket;BlockingReason;IsForLease;Surface;IsImmobilization;IsMostUsed;BlockedReservationQuantity;DefaultInterpretedCode;DefaultFormula;SHP;InvoiceQuantity;IsTactileSelling;PromotionDiscount;StartOfPromotion;EndOfPromotion;IsLoyalty;LoyaltyRatio;IsSemiFinished;StockAccount;ProductionAccount;ConsumptionAccount;ToSynchronize;Pattern;IsSparePart;MarginItem;PerRangeFrom;PerRangeTo;Equivalents;PackingCodes;IsSent;DimensionType
356;2960d34e-5422-4ade-bb95-2a1bc467a8ad;M500M1;;;MERTE LUX 5 METRES ;;;0;3;;f;f;f;2;5;;;;;;;;;;;;;;475.00000000;0.00000000;0.00000000;500.00000000;5;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;292;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.101026;FAHIM;293;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
329;93398322-f92f-4aed-8bce-c1d55baa8989;IMP004;;;CHAISE IMPERIAL LUXE SKAI CHROMEE;;;0;3;;f;f;f;2;12;;1;;;;;;;;;;;;2387.56000000;0.00000000;0.00000000;0.00000000;42;0;0;2000;0;0;0;0.00000000;0.00000000;1900.00000000;2900.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;265;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.442117;FAHIM;300;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
188;714a3364-3e26-47b2-b03b-eb20b3ecdd26;TL102010;;;TOLE 10 2000 X 1000 ;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;1369.54780000;0.00000000;0.00000000;2600.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;157;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.83182;FAHIM;318;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
448;57f886da-568b-4d01-b771-5c1fd7408832;SCHSCLR;;;SOCLE  CHAISE SCOLAIREL EPOXY VT;;;0;3;;f;f;f;2;1;4;1;;;;;fami ;;;;;;;811.14500000;0.00000000;0.00000000;0.00000000;0;0;0;2000;0;0;0;0.00000000;0.00000000;1900.00000000;2900.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;371;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;2;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.055579;FAHIM;326;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-568;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
755;758a20ed-1fbc-4984-a7c0-7c47a4043004;000618;;;TUBE CARRE 25 X 12;;p_Lot is null;0;1;;f;f;f;;2;;;;;;;TUBE CARRE 25 X 12;;;;;;;0.00000000;0.00000000;0.00000000;635.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;677;;;677;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-08-06 11:31:14.115031;FAHIM;;;51;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
758;88eff698-133a-4524-b336-3339140d230f;000620;;;TUBE CARRE 30/15;;p_Lot is null;0;1;;f;f;f;;2;;;;;;;TUBE CARRE 30/15;;;;;;;;0.00000000;0.00000000;960.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;680;;;680;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-08-16 11:24:59.580101;OULAID-B;;;27;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
638;52839b66-f796-4f65-978a-bc8ec88d2ad1;000509;;CH5013;CHAISE OPERATEUR 5013 ;;p_Lot is null;0;3;;f;f;t;;15;11;;;;;;CHAISE OPERATEUR 5013 ;;;;;;;10500.00000000;0.00000000;0.00000000;10500.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;560;;;560;f;f;t;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-04-20 15:57:10.907315;MASSY;;;118;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
416;b14a021a-240b-4b35-9af2-bca04bb56770;TL5090180;;;TABLE DE LECTURE 50 X 50  90 X 180;;;0;3;;f;f;f;2;13;;;;;;;;;;;;;;3252.59000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;341;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;5;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.454352;FAHIM;296;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
692;ff9052f6-7d47-40e1-b59f-604adba2771e;000561;;;RECHANGE POMPE;;;0;1;;f;f;f;;5;;;;;;;RECHANGE POMPE;;;;;;;2500.00000000;0.00000000;0.00000000;2500.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;614;;;614;f;f;f;f;f;f;f;f;f;0;0;f;0;1;0;0;0;0;0;;;;f;;;2026-06-14 10:43:01.348674;FAHIM;;;73;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
427;75ba26df-fbc0-4c23-adb1-dd9c15d44ad4;PLTRDMLM150;;; PLATAUX ROND  MILAMINE 150;;;0;3;;f;f;f;;15;;;;;;;;;;;;;;7192.23000000;0.00000000;0.00000000;6950.00000000;6;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;351;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.332137;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
739;4e9ef9de-7f49-4015-b707-4b4f82473843;000603;;;CONFECTION PIECE EP 6MM;;p_Lot is null;0;1;;f;f;f;;16;;;;;;;CONFECTION PIECE EP 6MM;;;;;;;466.66670000;0.00000000;0.00000000;450.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;661;;;661;f;f;f;f;f;f;f;f;f;0;0;f;0;12;0;0;0;0;0;;;;f;;;2026-07-21 15:45:29.418293;FAHIM;;;64;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
646;85221590-11de-47bc-96a8-ed0c0d32c2b0;000517;;;TRIPLETTE R 60;;p_Lot is null;0;3;;f;f;f;;14;11;;;;;;TRIPLETTE R 60;;;;;;;25000.00000000;0.00000000;0.00000000;25000.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;568;;;568;f;f;f;f;f;f;f;f;f;0;0;f;0;1;0;0;0;0;0;;;;f;;;2026-04-29 12:22:20.027591;FAHIM;;;111;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
725;776cfd40-b45b-404d-8c84-09eb9ffeba57;000592;;;BOULON 8*40;;p_Lot is null;0;1;;f;f;f;;5;;;;;;;BOULON 8*40;;;;;;;10.70750000;0.00000000;0.00000000;11.82000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;647;;;647;f;f;f;f;f;f;f;f;f;0;0;f;0;479;0;0;0;0;0;;;;f;;;2026-07-13 11:29:12.39549;FAHIM;;;74;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
195;1e310bd6-4895-4ea2-9d3f-07098fdac456;TBR2510;;;"TUBE ROND 25 X 12
";;;0;1;;f;f;f;1;2;9;1;;;;;;;;;;;;532.82610000;0.00000000;0.00000000;520.00000000;236;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;164;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;661;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.745385;FAHIM;308;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
129;a710eb01-7b31-48c0-bcd4-c0417433a0ad;KTR001;;;KITEUR;;;0;1;;f;f;f;2;2;;1;;;;;KITEUR;;;;;;;130.00000000;0.00000000;0.00000000;130.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;105;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;12;0;0;0;0;0;;;Unité;f;;;;;2026-07-13 10:53:23.751948;FAHIM;297;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;129;"";f;0
744;b7a41b6b-5139-4656-8041-57f43b09e752;000608;;;"BOULON POUR FOURCHE
";;p_Lot is null;0;1;;f;f;f;;5;;;;;;;"BOULON POUR FOURCHE
";;;;;;;250.00000000;0.00000000;0.00000000;250.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;666;;;666;f;f;f;f;f;f;f;f;f;0;0;f;0;20;0;0;0;0;0;;;;f;;;2026-07-29 08:41:51.840338;FAHIM;;;38;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
8;95204a1b-3303-44b2-ab8d-fcd90aa4f6c6;BECO1600;;;BUREAU 160 X 70 X 75 PIETMENT METAL ECO  FP 32 MM;;;0;1;;f;f;f;2;15;;1;;;;;;;;;;;;0.00000000;0.00000000;0.00000000;100.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;9;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.734615;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
370;3cf85243-6572-4ae5-a0e1-5415bb735fb8;CJP CRV;;144;CACHE JUPE 144 BUR CURVED;;;0;3;;f;f;f;2;11;;;;;;;;;;;;;;756.30000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;301;;;;f;f;t;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.959282;FAHIM;300;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;370;"";f;0
377;e247c4b1-57ed-48b0-9058-cfd6cdfb1f7e;KIT006;;; KIT CHAISE IMPERIAL  REMBOURET  SKAI;;;0;3;;f;f;f;2;7;4;1;;;;;;;;;;;;860.66000000;0.00000000;0.00000000;0.00000000;59;0;0;2000;0;0;0;0.00000000;0.00000000;1900.00000000;2900.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;307;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;30;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.88347;FAHIM;342;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
68;7cb89784-11b8-43ff-ae44-baf617e4f7db;P40000;;;PIED METAL MEGA Z;;;0;3;;f;f;f;2;13;;1;;;;;;;;;;;;2025.94080000;0.00000000;0.00000000;0.00000000;33;0;0;40;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;56;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;43;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.150034;FAHIM;591;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-201;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
55;f105218a-0fef-4f94-80b0-a2baf44250a9;CJPG160;;;CACHE JUPE GAMER   160;;;0;3;;f;f;f;2;11;;1;;;;;;;;;;;;465.03850000;0.00000000;0.00000000;0.00000000;8;0;0;20;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;47;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;48;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.260695;FAHIM;337;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
374;f9eb4c21-e3c0-455b-aca4-39459691aae6;RNFZ140;;;"RENFORT MEGA Z 140
";;;0;3;;f;f;f;2;14;;;;;;;;;;;;;;224.46900000;0.00000000;0.00000000;0.00000000;18;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;304;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;187;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.921055;FAHIM;411;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-55;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
652;24b268c8-d796-4732-9299-35b33706aa61;000523;;;MOUSSE 1.5 CM (D20);;p_Lot is null;0;1;;f;f;f;;2;7;;;;;;MOUSSE 1.5 CM (D20);;;;;;;355.41710000;0.00000000;0.00000000;432.18000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;574;;;574;f;f;f;f;f;f;f;f;f;0;0;f;0;398;0;0;0;0;0;;;;f;;;2026-05-07 08:27:39.863438;FAHIM;;;118;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
535;65beec2b-2843-4bcf-be12-d684b8984e97;STBIS110;;;STRUCTURE TABLE BISTROT HAUTEUR 110;;p_Lot is null;0;3;;f;f;f;;14;;;;;;;STRUCTURE TABLE BISTROT HAUTEUR 110;;;;;;;0.00000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;457;;;457;f;f;f;f;f;t;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2025-12-03 16:29:05.676259;admin;2026-02-07 10:07:32.016259;FAHIM;238;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
244;a52bb6d7-e3f0-4980-9a28-814f350b88b4;CJPZ140;;129.5;CACHE JUPE MEGA Z / Z ONE 140;;;0;3;;f;f;f;2;13;;1;;;;;;;;;;;;599.18300000;0.00000000;0.00000000;0.00000000;9;0;0;60;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;202;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;160;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.260154;FAHIM;408;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;244;0.00000000;-12;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;244;"";f;0
565;83b8f271-b22d-4d15-94ae-a964aa2ae9b8;ML6500;;;MEULLEUSE ;;p_Lot is null;0;3;;f;f;f;;5;5;;;;;;MEULLEUSE ;;;;;;;5335.50420000;0.00000000;0.00000000;5500.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;487;;;487;f;f;f;f;f;f;f;t;f;0;0;t;0;8;0;0;0;0;0;;;;f;;;2026-02-05 10:58:32.627907;FAHIM;2026-02-07 10:07:31.594895;FAHIM;189;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
470;a36ee984-07f2-4224-910b-acd8e85ebef1;EMBR25;;;EMBOUT RONDS INTERIEURS 25;;;0;1;;f;f;f;2;2;2;;;;;;;;;;;;;2.94120000;0.00000000;0.00000000;2.94117647;5000;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;392;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:32.754874;FAHIM;330;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
542;2f8fa3eb-72f9-44c3-9eb9-6a455e0ace85;S228;;;METALLIC GOLD S228 PE GLOSSY;;p_Lot is null;0;1;;f;f;f;;8;3;;;;;;METALLIC GOLD S228 PE GLOSSY;;;;;;;2200.00000000;0.00000000;0.00000000;2200.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;464;;;464;f;f;f;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;;f;;;2025-12-10 08:22:37.911377;admin;2026-02-07 10:07:31.922514;FAHIM;236;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
685;3fe93914-48b9-4e2f-932b-e570882c13b1;000554;;;CHAISE OPERATEUR BARI (6032A);;;0;1;;f;f;f;;10;;;;;;;CHAISE OPERATEUR BARI (6032A);;;;;;;18500.00000000;0.00000000;0.00000000;18500.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;607;;;607;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-06-07 15:49:26.705931;FAHIM;;;84;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
795;8f0c2908-40b9-44a3-8540-0963d5b7980c;000656;;;PLATEAU 100 X 80 MDF;;;0;1;;f;f;f;;17;;;;;;;PLATEAU 100 X 80 MDF;;;;;;;3200.00000000;0.00000000;0.00000000;3200.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;717;;;717;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-09-03 14:41:12.907434;FAHIM;;;10;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
363;d1c6cc92-4971-4db7-bdc7-004a6c0e6c13;TL6040180X80;;;TABLE DE LECTURE 60X40 180X80;;;0;3;;f;f;f;2;10;;;;;;;;;;;;;;2483.64000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;297;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.008367;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
632;afe0f165-8694-46cd-8619-835c99836295;000503;;;STRUCTURE METALIQUE POUR BUREAU 1M60;;p_Lot is null;0;3;;f;f;f;;14;11;;;;;;STRUCTURE METALIQUE POUR BUREAU 1M60;;;;;;;0.00000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;554;;;554;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-04-07 12:46:27.186321;OULAID-B;;;125;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-20;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
529;f643a1f1-81d7-49f9-be5c-79dc4859d299;DG20;;;DOUBLETTE G 20;;;0;1;;f;f;f;;12;;;;;;;DOUBLETTE G 20;;;;;;;2351.16000000;0.00000000;0.00000000;0.00000000;0;10;15;50;45;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;451;;;451;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2025-12-02 10:42:23.741626;LINA;2026-02-07 10:07:32.102051;FAHIM;265;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000060;"";f;0
728;eafcda37-1d5a-4961-9e56-27c01db3a26a;RATR240;;;RENFORT ATLAS POUR TR 240;;p_Lot is null;0;3;;f;f;t;;10;;;;;;;RENFORT ATLAS POUR TR 240;;;;;;;0.00000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;650;;;650;f;f;t;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-07-15 14:51:22.074387;FAHIM;2026-07-26 10:48:05.100367;MASSY;47;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000259;"";f;0
